text,label
"<Event><System><EventID>4624</EventID></System><EventData><Data Name=""SubjectUserName"">user080</Data><Data Name=""IpAddress"">192.0.2.50</Data></EventData></Event>",Success_login
May 08 16:03:00 ubuntu sshd[5915]: Accepted password for user081 from 192.0.2.57 port 54982 ssh2,Success_login
2025-05-08 loginwindow[2188]: User login succeeded for user user082 (UID 580),Success_login
May 08 2025 16:09:00: %ASA-6-722051: VPN Login: User=user083 IP=192.0.2.71 Duration=00:00:00 GroupPolicy=vpngroup,Success_login
"2025/05/08 16:12:00,001801000013,SYSTEM,gplogin,0,2025/05/08 16:12:00,192.0.2.78,10.0.0.1,Login,globalprotect,user=user084,tunnel=yes,result=success",Success_login
"{""eventTime"": ""2025-05-08T16:15:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""user085""}, ""sourceIPAddress"": ""192.0.2.85"", ""responseElements"": {""ConsoleLogin"": ""Success""}}",Success_login
"{""TimeGenerated"": ""2025-05-08T16:18:00Z"", ""UserPrincipalName"": ""user086@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""0"", ""additionalDetails"": ""Success""}, ""IPAddress"": ""192.0.2.92""}",Success_login
timestamp=2025-05-08T16:21:00Z event=login login_type=authorized principal=user087@example.com ip_address=192.0.2.99 outcome=SUCCESS,Success_login
"{""published"": ""2025-05-08T16:24:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""SUCCESS""}, ""actor"": {""displayName"": ""user088""}, ""client"": {""ipAddress"": ""192.0.2.106""}}",Success_login
"""2025-05-08T16:27:00"",""user089@example.com"",""Login"",""login.salesforce.com"",""Successful"",""192.0.2.113"",""OAuth""",Success_login
"{""CreationTime"": ""2025-05-08T16:30:00"", ""Operation"": ""UserLoggedIn"", ""UserId"": ""user090@example.com"", ""ClientIP"": ""192.0.2.120"", ""ResultStatus"": ""Succeeded""}",Success_login
2025-05-08T16:33:00 UTC [3546]: [user091]@hrdb LOG:  connection authorized: user=user091 database=hrdb SSL enabled,Success_login
2025-05-08T16:36:00Z  27 Connect user092@192.0.2.134 on payrolldb,Success_login
"192.0.2.141 - user093 [08/May/2025:16:39:00 +0000] ""POST /login HTTP/1.1"" 302 518 ""-"" ""Mozilla/5.0""",Success_login
8.May.2025 16:42:00 SAPR3 DEV100 0 USER_LOGON      user094 192.0.2.148 SUCCESS,Success_login
8-MAY-2025 16:45:00 * (CONNECT_DATA=(SERVICE_NAME=prod)) (ADDRESS=(PROTOCOL=tcp)(HOST=192.0.2.155)(PORT=41444)) * establish * user095 * 0,Success_login
date=2025-05-08 time=16:48:00 device_id=FGT001 log_id=0100020001 type=event subtype=system level=notice vd=root user=user096 ui=ssh action=login status=success srcip=192.0.2.162,Success_login
2025-05-08 16:51:00 srx01 sshd[8239]: Accepted password for user097 from 192.0.2.169 port 58077 ssh2,Success_login
"May 10 2025 16:54:00 bigip notice tmm[1158]: 01490100:5: AUDIT - user user098 (partition[Common]) from 192.0.2.176, Successful login.",Success_login
"{""@timestamp"": ""2025-05-08T16:57:00Z"", ""action"": ""user.login"", ""actor"": ""user099"", ""result"": ""success"", ""ip"": ""192.0.2.183""}",Success_login
