ID,Asset,Log
8371,Application,"May 02 21:28:39 jenkins-master [INFO] SecurityManager - Login successful for user: git, IP: 172.17.169.134"
8372,SSH,[10/May/2025:19:30:39 +0000] ad-controller-01 sshd[2368]: Successful authentication for backup from 172.17.135.244 port 47132
8373,WebServer,2025-05-12T11:32:31.724502Z gitlab-runner-01 apache2[4871]: Successful login: user=nagios ip=192.168.73.222 session=d540eb8f
8374,Database,2025-05-19T03:27:53.724502Z file-server mongodb[1483]: Successfully authenticated as principal readonly on test
8375,Windows,2025-05-17 11:40:25 loadbalancer An account was successfully logged on. Subject: Security ID: S-1-5-21-886926-5938 Logon Type: 2
8376,Database,Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSOPER' SUCCESS
8377,WebServer,[24/May/2025:09:38:21 +0000] web-prod-02 apache2[20363]: Auth: user gitlab@internal.local : authentication successful
8378,SSH,[24/May/2025:22:36:33 +0000] proxy-02 sshd[46696]: Successful authentication for user from 172.17.101.5 port 46216
8379,Windows,2025-05-06T10:43:57.724502Z db-slave-01 Logon Type: 11. New Logon: Security ID: S-1-5-21-701875-3738 Account Name: devops Account Domain: INTERNAL
8380,SSH,2025-05-25T01:06:55.724502Z backup-server sshd[40706]: Successful authentication for www-data from 10.0.85.148 port 51149
8381,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-301618-3953 Logon Type: 7
8382,SSH,sshd[60844]: pam_unix(sshd:session): session opened for user operator by (uid=0)
8383,SSH,sshd[19678]: Successful authentication for system from 172.17.219.99 port 63106
8384,Linux,May 09 16:26:46 backup-server sudo: pam_unix(sudo:session): session opened for user sarah by alice(uid=1213)
8385,SSH,sshd[17270]: Successful authentication for user from 192.168.155.139 port 59526
8386,Linux,May 16 16:39:08 k8s-master-01 su[55319]: + pts/4 mysql:developer
8387,WebServer,2025-05-02 10:54:52 web-prod-01 nginx[45875]: Successful login: user=developer ip=203.0.113.64.219 session=dc46dd0e
8388,SSH,May 06 06:25:41 db-master sshd[9314]: User devops from 203.0.113.254.146 authenticated successfully
8389,Application,"May 08 19:57:32 web-prod-01 [INFO] SecurityManager - Login successful for user: user, IP: 203.0.113.45.225"
8390,SSH,[16/May/2025:15:34:58 +0000] mail-server sshd[44112]: Accepted keyboard-interactive for backup from 172.18.197.227 port 50555 ssh2: RSA SHA256:ad3d8ae097e0
8391,Linux,gdm-password][42723]: pam_unix(gdm-password:session): session opened for user test by (uid=0)
8392,Application,2025/05/13 06:51:10 k8s-worker-01 Special privileges assigned to new logon: User: WORKGROUP\zabbix Privileges: SeRestorePrivilege
8393,SSH,2025-04-27 05:15:57 backup-server sshd[6210]: pam_unix(sshd:session): session opened for user analyst by (uid=0)
8394,SSH,[21/May/2025:14:14:42 +0000] backup-server sshd[19092]: User michael from 100.64.250.99 authenticated successfully
8395,Other,tomcat[22262]: User [system] successfully authenticated via OAuth
8396,Database,Apr 28 06:05:48 k8s-worker-01 mongodb[4317]: Successfully authenticated as principal replication on development
8397,SSH,2025-05-21 06:43:11 proxy-01 sshd[33265]: Successful authentication for sarah from 100.64.228.21 port 56668
8398,Database,[29/Apr/2025:08:05:55 +0000] db-master mysql[55418]: User dbadmin connected to database admin from 100.64.249.231
8399,Linux,su[53894]: + pts/2 mary:netadmin
8400,Linux,systemd-logind[4673]: New session 103 of user netadmin.
8401,SSH,May 07 09:21:45 jenkins-master sshd[31958]: Accepted publickey for support from 203.0.113.171.43 port 56216 ssh2
8402,SSH,2025-05-02T05:48:39.724502Z auth-server sshd[6580]: Accepted publickey for dbadmin from 10.0.205.116 port 60677 ssh2
8403,WebServer,2025-04-27T19:50:02.724502Z web-prod-01 apache2[19030]: Auth: user root@internal.local : authentication successful
8404,Linux,2025/05/25 08:00:26 web-prod-02 sudo: pam_unix(sudo:session): session opened for user gitlab by jennifer(uid=1394)
8405,Database,mysql[8093]: Access granted for user 'app_user'@'203.0.113.245.207' (using password: YES)
8406,Database,May 15 01:47:25 ldap-master mysql[28163]: Access granted for user 'app_user'@'172.16.179.114' (using password: YES)
8407,WebServer,2025-05-09T10:13:51.724502Z gitlab-runner-01 apache2[54853]: Successful login: user=nagios ip=172.17.109.37 session=ef2a8f7b
8408,Linux,gdm-password][36790]: pam_unix(gdm-password:session): session opened for user sarah by (uid=0)
8409,SSH,2025-05-02T14:14:23.724502Z file-server sshd[25341]: pam_unix(sshd:session): session opened for user sarah by (uid=0)
8410,Other,2025-05-02T15:08:54.724502Z web-prod-01 tomcat[55063]: User [nginx] successfully authenticated via LDAP
8411,WebServer,2025/05/13 02:59:01 proxy-02 nginx[33558]: User 'user' logged in successfully from 192.168.139.102
8412,Application,Special privileges assigned to new logon: User: WORKGROUP\john Privileges: SeBackupPrivilege
8413,Windows,2025-05-26 19:19:36 proxy-02 Logon Type: 2. New Logon: Security ID: S-1-5-21-143597-6400 Account Name: support Account Domain: CORPORATE
8414,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-603246-5510 Logon Type: 10
8415,Windows,May 06 17:20:49 gitlab-runner-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-916533-6598 Logon Type: 11
8416,Windows,2025-05-17T01:42:08.724502Z ad-controller-01 Windows Logon: User INTERNAL\service logged on successfully from 172.17.84.130
8417,Database,Apr 27 08:02:56 file-server Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' SUCCESS
8418,Linux,2025-05-02 07:08:52 proxy-01 sudo: pam_unix(sudo:session): session opened for user user by oracle(uid=1344)
8419,Application,"[INFO] SecurityManager - Login successful for user: dbuser, IP: 192.168.220.63"
8420,Linux,2025-05-06 21:18:12 jenkins-master sudo: pam_unix(sudo:session): session opened for user www-data by developer(uid=1250)
8421,Database,2025-05-17 01:04:26 db-master mysql[3663]: User replication connected to database test from 203.0.113.138.167
8422,Linux,2025-04-28 09:59:06 proxy-01 systemd-logind[44148]: New session 882 of user bob.
8423,Other,[04/May/2025:09:27:24 +0000] monitoring-01 tomcat[18293]: User [helpdesk] successfully authenticated via SAML
8424,Database,2025-05-21T23:11:09.725499Z jenkins-master mongodb[31994]: Successfully authenticated as principal app_user on master
8425,Database,mongodb[15825]: Successfully authenticated as principal backup on test
8426,Database,2025-05-06 07:42:44 file-server Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
8427,SSH,May 02 01:58:48 backup-server sshd[36935]: Accepted keyboard-interactive for jennifer from 172.16.48.62 port 42297 ssh2
8428,WebServer,nginx[12217]: Successful login: user=nagios ip=100.64.170.239 session=ca7b3fc3
8429,Database,2025-05-11 06:36:04 auth-server postgres[32455]: LOG:  connection authorized: user=dbadmin database=master
8430,Linux,2025-05-15T20:46:51.725499Z k8s-worker-02 sudo: test : TTY=pts/3 ; PWD=/home/test ; USER=backup ; COMMAND=/usr/bin/vim
8431,WebServer,2025-05-24T11:05:52.725499Z web-prod-01 apache2[59379]: Auth: user system@corp.local : authentication successful
8432,Database,May 14 08:53:13 ldap-master Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSOPER' SUCCESS
8433,Database,[22/May/2025:16:25:11 +0000] mail-server Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSOPER' SUCCESS
8434,Database,postgres[1839]: User replication connected to database development from 100.64.11.244
8435,WebServer,2025-05-21T14:58:01.725499Z web-prod-02 nginx[41048]: User 'system' logged in successfully from 172.16.9.215
8436,Other,tomcat[33782]: User [bob] successfully authenticated via OAuth
8437,Linux,2025-05-17T04:37:33.725499Z k8s-worker-01 gdm-password][60427]: pam_unix(gdm-password:session): session opened for user admin by (uid=0)
8438,WebServer,May 20 23:28:56 db-slave-01 apache2[61168]: Auth: user audit@PROD : authentication successful
8439,Database,mongodb[52644]: Successfully authenticated as principal readonly on development
8440,Windows,2025/05/25 09:17:35 k8s-master-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-229475-3607 Logon Type: 10
8441,WebServer,nginx[2652]: User 'demo' logged in successfully from 172.17.140.153
8442,SSH,2025-05-05T15:37:27.725499Z web-prod-02 sshd[9099]: Successful authentication for zabbix from 10.0.236.223 port 47111
8443,Database,postgres[1149]: LOG:  connection authorized: user=replication database=test
8444,SSH,sshd[4364]: Accepted password for dbuser from 100.64.197.59 port 51510 ssh2: RSA SHA256:3b4ab2abd8bd
8445,Linux,2025/05/23 07:04:40 file-server su[64990]: + pts/4 gitlab:developer
8446,Other,2025/05/20 20:57:40 ad-controller-01 tomcat[10798]: User [zabbix] successfully authenticated via SAML
8447,WebServer,2025-05-25T09:49:58.725499Z k8s-master-01 apache2[27463]: Auth: user mysql@corp.local : authentication successful
8448,SSH,2025-04-29 00:45:13 mail-server sshd[24726]: pam_unix(sshd:session): session opened for user michael by (uid=0)
8449,WebServer,[14/May/2025:16:30:03 +0000] monitoring-01 nginx[5307]: User 'test' logged in successfully from 192.168.35.139
8450,Application,"May 09 09:28:26 k8s-worker-01 [INFO] SecurityManager - Login successful for user: app_user, IP: 172.16.75.53"
8451,Linux,su[5327]: + pts/2 test:mysql
8452,WebServer,May 23 04:36:03 k8s-master-01 apache2[20850]: Auth: user dbadmin@CORPORATE : authentication successful
8453,Linux,systemd-logind[1206]: New session 15 of user helpdesk.
8454,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-956916-7211 Logon Type: 7
8455,Windows,2025/05/13 08:12:15 file-server Windows Logon: User WORKGROUP\gitlab logged on successfully from 100.64.17.182
8456,Database,mongodb[36787]: Successfully authenticated as principal app_user on admin
8457,Linux,May 16 23:35:00 auth-server systemd-logind[32003]: New session 657 of user jenkins.
8458,Windows,May 08 19:29:31 loadbalancer Windows Logon: User WORKGROUP\app_user logged on successfully from 198.51.100.120.137
8459,Linux,Apr 28 08:49:01 web-prod-02 su[20950]: Successful su for root by support
8460,Other,2025-04-26 01:25:47 proxy-01 tomcat[34242]: User [service] successfully authenticated via local
8461,Linux,Apr 29 05:33:25 k8s-worker-02 systemd-logind[21277]: New session 503 of user web_admin.
8462,Database,[10/May/2025:21:31:03 +0000] auth-server postgres[51494]: LOG:  connection authorized: user=replication database=admin
8463,WebServer,[24/May/2025:13:30:34 +0000] monitoring-01 apache2[54293]: Auth: user gitlab@TEST : authentication successful
8464,SSH,[29/Apr/2025:05:47:19 +0000] file-server sshd[43110]: pam_unix(sshd:session): session opened for user bob by (uid=0)
8465,Linux,2025-05-01 03:29:02 loadbalancer login[50121]: pam_unix(login:session): session opened for user mysql by LOGIN(uid=0)
8466,Linux,2025/05/17 15:56:24 mail-server sudo: sarah : TTY=pts/1 ; PWD=/home/sarah ; USER=git ; COMMAND=/bin/bash
8467,Application,2025-05-08T06:57:40.725499Z db-master tomcat[23960]: Successful login: user=nginx ip=172.18.107.152 session=3ef90058
8468,SSH,May 10 13:14:49 proxy-01 sshd[40782]: User postgres from 10.0.238.111 authenticated successfully
8469,SSH,sshd[51750]: Accepted keyboard-interactive for apache from 172.18.16.227 port 62703 ssh2
8470,WebServer,nginx[57650]: User 'dbadmin' logged in successfully from 10.0.143.52
8471,WebServer,apache2[57049]: Auth: user deploy@PROD : authentication successful
8472,Windows,May 12 02:27:41 ad-controller-01 Logon Type: 2. New Logon: Security ID: S-1-5-21-769550-7496 Account Name: jenkins Account Domain: CORPORATE
8473,WebServer,nginx[13900]: User 'support' logged in successfully from 198.51.100.46.40
8474,SSH,May 02 09:41:53 k8s-master-01 sshd[2588]: Successful authentication for audit from 2001:db8::53b port 52723
8475,Linux,login[20695]: pam_unix(login:session): session opened for user security by LOGIN(uid=0)
8476,Windows,2025-05-01T18:45:48.725499Z mail-server Logon Type: 3. New Logon: Security ID: S-1-5-21-626086-3791 Account Name: guest Account Domain: INTERNAL
8477,SSH,May 11 20:56:19 monitoring-01 sshd[22197]: pam_unix(sshd:session): session opened for user devops by (uid=0)
8478,WebServer,nginx[51492]: Successful login: user=alice ip=100.64.11.54 session=0c8c1091
8479,SSH,2025/05/08 04:54:50 auth-server sshd[54480]: User security from 2001:db8::16b0 authenticated successfully
8480,Database,[07/May/2025:13:18:47 +0000] jenkins-master postgres[47839]: LOG:  connection authorized: user=app_user database=admin
8481,SSH,[25/May/2025:02:34:19 +0000] db-master sshd[61607]: Successful authentication for postgres from 100.64.191.86 port 50962
8482,Linux,sudo: netadmin : TTY=pts/7 ; PWD=/home/netadmin ; USER=sysadmin ; COMMAND=/bin/bash
8483,Windows,2025-04-30T05:11:50.725499Z ad-controller-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-433977-2191 Logon Type: 11
8484,Application,2025-05-15T11:04:23.725499Z proxy-01 Special privileges assigned to new logon: User: CORPORATE\netadmin Privileges: SeBackupPrivilege
8485,SSH,May 02 04:15:20 proxy-02 sshd[31135]: Accepted publickey for administrator from 172.17.129.235 port 43100 ssh2: RSA SHA256:43acd14495fd
8486,Other,[06/May/2025:15:51:48 +0000] web-prod-02 tomcat[58938]: User [dbadmin] successfully authenticated via local
8487,Application,Apr 28 17:11:07 ad-controller-01 Special privileges assigned to new logon: User: CORPORATE\mary Privileges: SeBackupPrivilege
8488,Database,2025-05-16T20:33:28.725499Z k8s-worker-02 mongodb[11550]: Successfully authenticated as principal dbadmin on development
8489,Database,2025/05/18 10:38:17 k8s-worker-01 mysql[38254]: Access granted for user 'dbadmin'@'172.17.249.166' (using password: YES)
8490,Windows,Windows Logon: User CORPORATE\admin logged on successfully from 198.51.100.104.22
8491,Application,"[INFO] SecurityManager - Login successful for user: alice, IP: 203.0.113.177.206"
8492,Linux,2025/05/24 02:52:09 loadbalancer sudo: pam_unix(sudo:session): session opened for user backup by apache(uid=1453)
8493,Database,2025-05-14T14:01:05.725499Z file-server mysql[4101]: User dbadmin connected to database development from 203.0.113.164.15
8494,Application,2025-05-12T02:50:16.725499Z web-prod-02 httpd[5625]: Successful login: user=sarah ip=100.64.232.227 session=4f54f1e4
8495,Database,May 05 16:20:01 web-prod-01 postgres[21914]: LOG:  connection authorized: user=backup database=test
8496,WebServer,2025/05/24 02:23:25 db-master apache2[13712]: Auth: user system@INTERNAL : authentication successful
8497,Linux,2025/05/07 17:37:21 app-server-01 su[51600]: Successful su for mary by david
8498,Database,2025-05-21 15:11:06 gitlab-runner-01 postgres[57149]: LOG:  connection authorized: user=readonly database=production
8499,WebServer,nginx[36695]: User 'gitlab' logged in successfully from 172.16.146.189
8500,WebServer,nginx[51195]: User 'sysadmin' logged in successfully from 10.0.4.64
8501,Database,2025-04-30 21:04:32 jenkins-master Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSOPER' SUCCESS
8502,Application,"2025/05/26 21:25:50 k8s-worker-02 [INFO] SecurityManager - Login successful for user: netadmin, IP: 203.0.113.81.136"
8503,SSH,2025-05-17T03:33:02.725499Z loadbalancer sshd[62491]: User oracle from 172.17.175.69 authenticated successfully
8504,Application,[05/May/2025:14:22:53 +0000] proxy-02 Special privileges assigned to new logon: User: CORPORATE\audit Privileges: SeBackupPrivilege
8505,Windows,[24/May/2025:08:59:39 +0000] ldap-master Windows Logon: User INTERNAL\git logged on successfully from 2001:db8::14d
8506,Linux,[01/May/2025:11:44:45 +0000] ad-controller-01 su[11568]: Successful su for app_user by app_user
8507,Database,mongodb[15015]: Successfully authenticated as principal dbadmin on development
8508,Other,May 15 19:59:36 proxy-02 tomcat[16489]: User [gitlab] successfully authenticated via SAML
8509,SSH,sshd[20157]: Accepted password for app_user from 10.0.109.232 port 45232 ssh2: RSA SHA256:30579d304de3
8510,Linux,2025/05/08 21:45:55 k8s-worker-01 sudo: apache : TTY=pts/9 ; PWD=/home/apache ; USER=analyst ; COMMAND=/bin/su
8511,Database,2025/05/18 04:05:51 db-master postgres[59821]: LOG:  connection authorized: user=app_user database=master
8512,Database,2025-05-19 01:33:08 backup-server mongodb[24423]: Successfully authenticated as principal backup on test
8513,SSH,2025-05-24 20:07:18 proxy-01 sshd[56581]: Accepted password for www-data from 203.0.113.35.197 port 64908 ssh2: RSA SHA256:b8ff71969f43
8514,WebServer,2025/04/30 01:36:02 ad-controller-01 apache2[33135]: Auth: user app_user@CORPORATE : authentication successful
8515,WebServer,2025/04/27 08:33:39 vpn-gateway apache2[29493]: Auth: user monitoring@PROD : authentication successful
8516,WebServer,nginx[14097]: User 'deploy' logged in successfully from 192.168.91.82
8517,WebServer,2025-05-23 20:03:47 k8s-master-01 apache2[54214]: Auth: user helpdesk@corp.local : authentication successful
8518,Linux,sudo: pam_unix(sudo:session): session opened for user dbadmin by web_admin(uid=1005)
8519,Linux,gdm-password][5319]: pam_unix(gdm-password:session): session opened for user web_admin by (uid=0)
8520,Database,May 16 03:17:34 proxy-01 postgres[62554]: LOG:  connection authorized: user=replication database=production
8521,Database,2025/05/12 06:38:55 db-slave-01 postgres[52710]: LOG:  connection authorized: user=backup database=admin
8522,Database,2025/05/12 02:53:55 monitoring-01 postgres[55384]: LOG:  connection authorized: user=backup database=test
8523,Database,[29/Apr/2025:20:02:28 +0000] auth-server mongodb[41440]: Successfully authenticated as principal readonly on master
8524,SSH,sshd[17317]: Accepted password for admin from 203.0.113.43.21 port 55819 ssh2: RSA SHA256:e7193e90300b
8525,Application,[24/May/2025:01:36:24 +0000] web-prod-02 Special privileges assigned to new logon: User: WORKGROUP\backup Privileges: SeRestorePrivilege
8526,Linux,[13/May/2025:16:10:50 +0000] proxy-02 sudo: root : TTY=pts/1 ; PWD=/home/root ; USER=operator ; COMMAND=/bin/cat /etc/passwd
8527,WebServer,2025-05-17T00:35:09.726667Z backup-server nginx[40415]: User 'system' logged in successfully from 172.16.202.214
8528,Windows,Logon Type: 3. New Logon: Security ID: S-1-5-21-278357-4083 Account Name: www-data Account Domain: INTERNAL
8529,Windows,Windows Logon: User WORKGROUP\michael logged on successfully from 2001:db8::19c3
8530,Database,mysql[14421]: Access granted for user 'replication'@'172.17.58.244' (using password: YES)
8531,Application,2025-04-30T06:29:04.726667Z web-prod-01 Special privileges assigned to new logon: User: CORPORATE\michael Privileges: SeBackupPrivilege
8532,Application,"2025-05-09 14:48:56 mail-server [INFO] SecurityManager - Login successful for user: administrator, IP: 172.18.125.74"
8533,Application,2025-04-30 23:24:58 jenkins-master Special privileges assigned to new logon: User: WORKGROUP\john Privileges: SeBackupPrivilege
8534,WebServer,2025-05-01 22:32:21 web-prod-01 nginx[59890]: User 'michael' logged in successfully from 172.16.238.207
8535,WebServer,2025-05-18T13:55:18.726667Z app-server-01 nginx[25838]: User 'user' logged in successfully from 2001:db8::1e10
8536,Other,2025/05/26 22:31:18 k8s-master-01 tomcat[57798]: User [operator] successfully authenticated via LDAP
8537,Linux,2025-05-25 05:39:25 ad-controller-01 login[4994]: pam_unix(login:session): session opened for user developer by LOGIN(uid=0)
8538,Application,2025-05-18T18:36:32.726667Z backup-server Special privileges assigned to new logon: User: CORPORATE\analyst Privileges: SeBackupPrivilege
8539,WebServer,May 16 01:19:33 mail-server apache2[12116]: Successful login: user=gitlab ip=192.168.14.89 session=d9e06b01
8540,Linux,2025/05/26 20:44:03 auth-server sudo: pam_unix(sudo:session): session opened for user audit by app_user(uid=1893)
8541,Database,2025-05-04T08:31:31.726667Z db-slave-01 mongodb[36086]: Successfully authenticated as principal replication on production
8542,SSH,2025-05-12 00:15:25 k8s-master-01 sshd[32430]: Accepted publickey for administrator from 203.0.113.23.122 port 40346 ssh2: RSA SHA256:5c0eb5377719
8543,Database,2025-04-28T00:29:19.726667Z ldap-master mongodb[1082]: Successfully authenticated as principal readonly on master
8544,SSH,[27/Apr/2025:19:41:07 +0000] proxy-02 sshd[48600]: Accepted publickey for git from 192.168.124.227 port 45507 ssh2: RSA SHA256:776456f76249
8545,SSH,2025-05-15T01:34:49.726667Z vpn-gateway sshd[65153]: pam_unix(sshd:session): session opened for user dbuser by (uid=0)
8546,Database,2025/04/28 10:53:20 backup-server Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'NORMAL' SUCCESS
8547,Application,"[INFO] SecurityManager - Login successful for user: administrator, IP: 192.168.225.31"
8548,SSH,[27/Apr/2025:01:14:49 +0000] db-master sshd[48772]: Successful authentication for devops from 192.168.115.21 port 49462
8549,Database,May 06 13:50:23 db-slave-01 mongodb[2421]: Successfully authenticated as principal readonly on test
8550,Database,[26/May/2025:05:25:50 +0000] monitoring-01 postgres[39562]: LOG:  connection authorized: user=app_user database=production
8551,Application,[30/Apr/2025:04:33:20 +0000] db-master Special privileges assigned to new logon: User: WORKGROUP\zabbix Privileges: SeRestorePrivilege
8552,Linux,su[41924]: Successful su for service by support
8553,Other,2025-05-09 16:49:15 proxy-01 tomcat[5966]: User [zabbix] successfully authenticated via LDAP
8554,Linux,Apr 30 09:09:29 auth-server su[37853]: + pts/5 netadmin:jenkins
8555,Linux,sudo: pam_unix(sudo:session): session opened for user security by david(uid=1015)
8556,Application,May 26 18:41:09 k8s-master-01 Special privileges assigned to new logon: User: CORPORATE\developer Privileges: SeBackupPrivilege
8557,WebServer,2025-05-12 06:43:00 proxy-01 nginx[17622]: User 'postgres' logged in successfully from 2001:db8::3e0
8558,Linux,May 01 17:14:34 k8s-worker-02 sudo: pam_unix(sudo:session): session opened for user analyst by user(uid=1002)
8559,Linux,su[51730]: + pts/2 git:postgres
8560,Application,2025/05/25 02:23:41 loadbalancer httpd[8629]: Successful login: user=demo ip=100.64.218.109 session=49d261bb
8561,WebServer,nginx[15021]: User 'test' logged in successfully from 10.0.146.65
8562,Windows,[25/May/2025:15:18:34 +0000] web-prod-01 Logon Type: 3. New Logon: Security ID: S-1-5-21-137693-2683 Account Name: admin Account Domain: CORPORATE
8563,Linux,[16/May/2025:04:29:20 +0000] db-slave-01 login[45914]: pam_unix(login:session): session opened for user jenkins by LOGIN(uid=0)
8564,Database,Special privileges assigned to new logon: User: CORPORATE\oracle Privileges: SeDebugPrivilege
8565,SSH,[07/May/2025:02:49:41 +0000] mail-server sshd[57067]: Successful authentication for sysadmin from 172.18.81.218 port 53881
8566,Database,postgres[47214]: User dbadmin connected to database development from 100.64.207.43
8567,Windows,2025/05/22 10:14:16 proxy-02 Windows Logon: User INTERNAL\bob logged on successfully from 172.17.79.36
8568,Database,2025/04/27 11:09:37 backup-server postgres[58170]: LOG:  connection authorized: user=dbadmin database=production
8569,SSH,2025-05-20 09:49:25 proxy-01 sshd[25033]: pam_unix(sshd:session): session opened for user zabbix by (uid=0)
8570,WebServer,apache2[1329]: Auth: user monitoring@company.com : authentication successful
8571,Linux,2025-05-11 01:05:18 mail-server systemd-logind[39947]: New session 869 of user bob.
8572,Database,[03/May/2025:22:28:18 +0000] backup-server postgres[9616]: LOG:  connection authorized: user=app_user database=admin
8573,Windows,2025-05-08T10:13:08.727500Z proxy-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-490822-8455 Logon Type: 7
8574,Linux,2025/05/11 11:02:59 k8s-worker-02 su[38317]: + pts/9 dbadmin:zabbix
8575,Linux,May 06 19:10:13 gitlab-runner-01 su[49221]: Successful su for audit by gitlab
8576,SSH,May 07 12:46:50 proxy-01 sshd[35801]: pam_unix(sshd:session): session opened for user system by (uid=0)
8577,Windows,[29/Apr/2025:22:15:22 +0000] ad-controller-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-488975-9589 Logon Type: 10
8578,Application,May 04 16:07:55 loadbalancer Special privileges assigned to new logon: User: CORPORATE\sarah Privileges: SeDebugPrivilege
8579,Database,2025/04/26 07:54:20 ad-controller-01 mysql[10948]: Access granted for user 'readonly'@'172.18.107.229' (using password: YES)
8580,Windows,2025/05/12 22:24:58 monitoring-01 Logon Type: 3. New Logon: Security ID: S-1-5-21-837158-8743 Account Name: support Account Domain: CORPORATE
8581,Application,Special privileges assigned to new logon: User: INTERNAL\netadmin Privileges: SeDebugPrivilege
8582,Application,Special privileges assigned to new logon: User: WORKGROUP\dbuser Privileges: SeRestorePrivilege
8583,Application,"[28/Apr/2025:18:45:43 +0000] db-slave-01 [INFO] SecurityManager - Login successful for user: netadmin, IP: 172.18.103.51"
8584,WebServer,2025/05/01 18:30:04 auth-server apache2[57725]: Successful login: user=system ip=10.0.56.90 session=61d4002f
8585,SSH,sshd[42677]: User netadmin from 10.0.15.120 authenticated successfully
8586,Linux,2025-05-25 13:56:05 k8s-worker-01 sudo: pam_unix(sudo:session): session opened for user alice by admin(uid=1814)
8587,Other,2025/05/05 22:33:24 ad-controller-01 tomcat[36101]: User [david] successfully authenticated via SAML
8588,SSH,2025/05/15 01:46:24 k8s-worker-02 sshd[20666]: Successful authentication for mary from 172.18.251.149 port 55247
8589,Database,2025/05/01 04:52:49 k8s-worker-02 postgres[32681]: LOG:  connection authorized: user=dbadmin database=master
8590,SSH,sshd[20420]: Successful authentication for deploy from 192.168.206.166 port 59068
8591,Linux,May 12 01:23:29 app-server-01 gdm-password][2514]: pam_unix(gdm-password:session): session opened for user test by (uid=0)
8592,Application,2025-05-17 03:10:55 web-prod-02 Special privileges assigned to new logon: User: WORKGROUP\root Privileges: SeBackupPrivilege
8593,WebServer,apache2[40820]: Auth: user administrator@PROD : authentication successful
8594,SSH,[29/Apr/2025:16:49:47 +0000] loadbalancer sshd[26789]: Accepted keyboard-interactive for guest from 172.16.222.111 port 57154 ssh2: RSA SHA256:4b33a8af75a9
8595,Linux,Apr 26 09:58:03 vpn-gateway gdm-password][9404]: pam_unix(gdm-password:session): session opened for user system by (uid=0)
8596,Linux,su[43485]: Successful su for backup by audit
8597,Linux,[03/May/2025:08:53:34 +0000] vpn-gateway sudo: pam_unix(sudo:session): session opened for user operator by postgres(uid=1446)
8598,Linux,2025/05/10 09:43:53 vpn-gateway systemd-logind[27090]: New session 33 of user sarah.
8599,Database,May 02 22:07:25 ldap-master mysql[60726]: Access granted for user 'app_user'@'203.0.113.47.135' (using password: YES)
8600,Database,2025-05-11 21:04:18 app-server-01 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
8601,Windows,2025-05-12T00:13:26.727500Z app-server-01 Logon Type: 7. New Logon: Security ID: S-1-5-21-886074-9628 Account Name: operator Account Domain: CORPORATE
8602,SSH,[26/May/2025:05:04:58 +0000] proxy-01 sshd[12896]: Successful authentication for helpdesk from 172.18.55.202 port 62252
8603,SSH,2025/05/09 04:15:57 backup-server sshd[7302]: Successful authentication for helpdesk from 198.51.100.13.231 port 59343
8604,Windows,[03/May/2025:15:59:32 +0000] proxy-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-237942-3778 Logon Type: 3
8605,Other,2025-05-17 02:11:40 db-master mariadb[24873]: User dbadmin connected to database master from 10.0.249.147
8606,Application,tomcat[58791]: Successful login: user=nagios ip=10.0.240.186 session=00218234
8607,Windows,2025/05/23 03:58:16 ldap-master Windows Logon: User INTERNAL\administrator logged on successfully from 100.64.181.134
8608,Application,May 21 13:10:19 ldap-master Special privileges assigned to new logon: User: INTERNAL\mysql Privileges: SeRestorePrivilege
8609,Database,2025-04-27T06:25:58.727500Z db-master mysql[62614]: Access granted for user 'dbadmin'@'10.0.172.250' (using password: YES)
8610,Linux,login[27011]: pam_unix(login:session): session opened for user dbadmin by LOGIN(uid=0)
8611,Windows,2025/05/25 21:16:19 proxy-02 Logon Type: 11. New Logon: Security ID: S-1-5-21-208579-3059 Account Name: jenkins Account Domain: WORKGROUP
8612,WebServer,2025-05-05T05:29:29.727500Z k8s-worker-01 apache2[54218]: Auth: user sysadmin@CORPORATE : authentication successful
8613,Windows,2025-05-19 06:12:38 mail-server Logon Type: 3. New Logon: Security ID: S-1-5-21-482502-2384 Account Name: test Account Domain: CORPORATE
8614,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' SUCCESS
8615,Application,[24/May/2025:17:28:50 +0000] k8s-worker-02 httpd[37274]: Successful login: user=devops ip=198.51.100.153.111 session=70919edd
