ID,Asset,Log
7602,Database,2025/05/12 08:05:19 jenkins-master mongodb[19318]: Failed to authenticate as principal admin on production - AuthenticationFailed
7603,Database,2025-05-09T13:37:59.883492Z app-server-01 postgres[41300]: FATAL:  password authentication failed for user 'admin'
7604,Database,2025/05/12 19:19:25 k8s-worker-02 mysql[3332]: Access denied for user 'root'@'172.17.35.153' (using password: YES)
7605,Application,[05/May/2025:21:43:00 +0000] k8s-worker-02 Logon Failure: Reason: Maximum attempts exceeded. User Name: mysql Domain: INTERNAL
7606,SSH,2025/05/12 03:21:25 db-slave-01 sshd[61939]: Failed password for invalid user monitoring from 203.0.113.146.8 port 60170 ssh2
7607,Application,"login[27445]: FAILED LOGIN (2) on '/dev/tty3' FOR 'mary', Authentication failure"
7608,Database,mysql[31806]: Authentication failed for user test from 198.51.100.224.28: User not found
7609,WebServer,nginx[50736]: Login failed for user 'demo' from 198.51.100.143.146 - Access denied
7610,SSH,2025-05-19 10:26:37 db-slave-01 sshd[40308]: Failed password for invalid user oracle from 203.0.113.95.214 port 57680 ssh2
7611,Application,May 14 15:16:42 k8s-master-01 tomcat[32105]: Authentication failed for user [service] - Invalid user
7612,WebServer,[12/May/2025:14:33:52 +0000] web-prod-01 apache2[48898]: Failed login attempt: user=www-data ip=172.17.249.243 reason='Invalid user'
7613,WebServer,2025/05/08 06:43:14 loadbalancer nginx[32839]: Login failed for user 'support' from 172.17.161.21 - Account expired
7614,WebServer,2025-05-08 03:26:39 app-server-01 apache2[41372]: Auth: user apache@company.com : authentication failure for '/admin': Account expired
7615,Database,2025/04/30 21:13:36 db-slave-01 mysql[9862]: Access denied for user 'admin'@'2001:db8::1fb4' (using password: YES)
7616,WebServer,[05/May/2025:01:31:37 +0000] jenkins-master nginx[35710]: Failed login attempt: user=security ip=172.17.180.118 reason='Access denied'
7617,Database,2025-05-08 08:52:19 monitoring-01 mongodb[48823]: Failed to authenticate as principal test on admin - AuthenticationFailed
7618,SSH,2025-05-26T09:34:39.883492Z k8s-worker-01 sshd[57022]: Connection closed by authenticating user administrator 198.51.100.109.90 port 53161 [preauth]
7619,Linux,Apr 26 04:16:44 auth-server su[10450]: - pts/0 security:monitoring
7620,Windows,[08/May/2025:14:38:58 +0000] db-master Windows Logon Failed: CORPORATE\web_admin from 172.17.107.13 - Account expired
7621,Database,2025-04-26T08:35:20.883492Z ad-controller-01 Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
7622,WebServer,2025/05/23 05:50:37 ldap-master nginx[22417]: Login failed for user 'security' from 10.0.92.24 - Account expired
7623,Windows,2025-05-12 04:46:03 auth-server An account failed to log on. Subject: Security ID: S-1-5-21-985139-3307 Failure Reason: Access denied
7624,Database,mysql[37412]: Authentication failed for user root from 198.51.100.219.160: Invalid password
7625,Windows,2025-05-25T00:09:40.883492Z mail-server Windows Logon Failed: WORKGROUP\oracle from 100.64.251.10 - Account locked
7626,Database,2025-05-21 18:42:52 web-prod-01 mongodb[26523]: Failed to authenticate as principal admin on master - AuthenticationFailed
7627,Application,[18/May/2025:15:05:21 +0000] proxy-02 Logon Failure: Reason: Maximum attempts exceeded. User Name: john Domain: INTERNAL
7628,Application,"2025-05-19T15:21:11.883492Z proxy-01 [ERROR] SecurityManager - Login failed for user: monitoring, IP: 172.16.222.181, Reason: Access denied"
7629,Linux,May 09 21:22:18 db-slave-01 sudo: analyst : 4 incorrect password attempts ; TTY=pts/8 ; PWD=/home/analyst ; USER=support ; COMMAND=/bin/bash
7630,Database,mongodb[53740]: Failed to authenticate as principal test on admin - AuthenticationFailed
7631,SSH,sshd[51771]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.203.222 user=helpdesk
7632,Application,[04/May/2025:10:11:29 +0000] web-prod-02 Logon Failure: Reason: User not found. User Name: developer Domain: WORKGROUP
7633,Database,mysql[38660]: Authentication failed for user dbadmin from 172.17.90.145: Invalid password
7634,SSH,sshd[22420]: Disconnecting invalid user nginx 100.64.220.248 port 52305: Too many authentication failures
7635,Application,[24/May/2025:13:36:53 +0000] monitoring-01 Logon Failure: Reason: Access denied. User Name: root Domain: INTERNAL
7636,SSH,2025-05-02T09:19:24.883492Z proxy-02 sshd[7387]: Invalid user git from 100.64.42.159 port 58350
7637,SSH,May 02 00:05:24 k8s-worker-02 sshd[33474]: Invalid user deploy from 10.0.157.244 port 59496
7638,Application,"May 26 08:33:05 proxy-02 login[44643]: FAILED LOGIN (3) on '/dev/tty4' FOR 'postgres', Authentication failure"
7639,Linux,2025/05/14 00:05:00 web-prod-02 sudo: dbadmin : 5 incorrect password attempts ; TTY=pts/1 ; PWD=/home/dbadmin ; USER=developer ; COMMAND=/bin/bash
7640,Database,2025-05-18 12:44:34 ad-controller-01 mysql[7069]: Authentication failed for user root from 203.0.113.101.173: Account locked
7641,Database,2025/05/07 13:52:55 monitoring-01 mongodb[25615]: Failed to authenticate as principal dbadmin on production - AuthenticationFailed
7642,Linux,May 09 06:13:36 file-server sudo: bob : 1 incorrect password attempts ; TTY=pts/2 ; PWD=/home/bob ; USER=netadmin ; COMMAND=/usr/bin/passwd
7643,SSH,May 06 05:26:04 mail-server sshd[34413]: Failed password for invalid user dbadmin from 2001:db8::25d9 port 52917 ssh2
7644,Application,"2025-05-02 00:07:55 ad-controller-01 login[23408]: FAILED LOGIN (4) on '/dev/tty5' FOR 'demo', Authentication failure"
7645,WebServer,[25/May/2025:02:10:31 +0000] web-prod-01 apache2[64641]: Auth: user app_user@PROD : authentication failure for '/dashboard': Bad password
7646,Database,2025-05-11T11:33:35.883492Z jenkins-master mysql[22255]: Access denied for user 'test'@'10.0.237.34' (using password: YES)
7647,Linux,[06/May/2025:14:45:48 +0000] proxy-02 su[28714]: - pts/8 www-data:helpdesk
7648,Windows,2025-05-22T13:46:15.883492Z loadbalancer An account failed to log on. Subject: Security ID: S-1-5-21-969022-9889 Failure Reason: Invalid user
7649,Linux,su[13440]: - pts/7 analyst:alice
7650,WebServer,nginx[51357]: Login failed for user 'audit' from 172.16.146.203 - Invalid user
7651,Database,2025/05/17 08:30:19 k8s-worker-01 mongodb[18141]: Failed to authenticate as principal admin on master - AuthenticationFailed
7652,Windows,Windows Logon Failed: WORKGROUP\gitlab from 100.64.170.228 - Invalid password
7653,WebServer,[12/May/2025:14:02:22 +0000] mail-server apache2[46067]: Auth: user backup@DEV : authentication failure for '/login': Invalid user
7654,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty5 ruser= rhost=  user=demo
7655,SSH,sshd[10603]: error: maximum authentication attempts exceeded for gitlab from 100.64.248.104 port 63178 ssh2 [preauth]
7656,Application,"Apr 27 20:01:04 app-server-01 [ERROR] SecurityManager - Login failed for user: bob, IP: 2001:db8::1134, Reason: Maximum attempts exceeded"
7657,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-840492-1537 Failure Reason: Invalid credentials
7658,SSH,May 05 17:58:38 file-server sshd[13714]: Failed password for nagios from 198.51.100.115.65 port 51102 ssh2
7659,Application,"2025-05-15 23:29:09 jenkins-master login[50095]: FAILED LOGIN (4) on '/dev/tty2' FOR 'postgres', Authentication failure"
7660,SSH,May 19 14:45:53 proxy-01 sshd[20152]: Connection closed by authenticating user david 172.17.26.55 port 53164 [preauth]
7661,SSH,2025-04-30 10:03:09 mail-server sshd[34968]: Failed password for backup from 100.64.30.108 port 63162 ssh2
7662,Application,"2025/05/13 23:46:28 db-master login[27394]: FAILED LOGIN (3) on '/dev/tty4' FOR 'mary', Authentication failure"
7663,WebServer,apache2[51904]: Auth: user developer@corp.local : authentication failure for '/admin': Account disabled
7664,SSH,May 15 23:16:13 backup-server sshd[36401]: Connection closed by authenticating user service 100.64.175.62 port 55361 [preauth]
7665,Application,tomcat[48873]: Authentication failed for user [demo] - Bad password
7666,WebServer,2025-05-26T02:32:50.883492Z web-prod-01 nginx[40579]: Login failed for user 'helpdesk' from 203.0.113.33.145 - Invalid user
7667,SSH,[02/May/2025:23:06:00 +0000] proxy-01 sshd[19626]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=2001:db8::182c user=devops
7668,Database,2025/05/23 13:05:39 gitlab-runner-01 Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
7669,Application,"May 13 11:26:33 k8s-worker-02 login[60624]: FAILED LOGIN (3) on '/dev/tty4' FOR 'dbadmin', Authentication failure"
7670,Application,2025-05-18T23:19:21.884486Z proxy-01 tomcat[38736]: Authentication failed for user [mary] - Access denied
7671,SSH,May 19 05:43:55 jenkins-master sshd[25978]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.17.68.181 user=administrator
7672,Application,[15/May/2025:15:26:38 +0000] backup-server mariadb[11553]: Authentication failed for user test from 198.51.100.231.79: Account locked
7673,Application,2025/05/08 03:15:22 proxy-01 Logon Failure: Reason: Account locked. User Name: gitlab Domain: INTERNAL
7674,Application,"2025-05-06T16:48:08.884486Z backup-server login[32536]: FAILED LOGIN (4) on '/dev/tty4' FOR 'admin', Authentication failure"
7675,WebServer,2025/05/16 02:57:02 k8s-worker-01 apache2[21400]: Auth: user netadmin@DEV : authentication failure for '/api/auth': Authentication failure
7676,Application,2025-05-09 08:17:59 loadbalancer tomcat[42748]: Authentication failed for user [nagios] - Invalid user
7677,SSH,2025-05-22T12:56:21.884486Z auth-server sshd[34521]: Failed password for audit from 192.168.121.86 port 63032 ssh2
7678,WebServer,[23/May/2025:14:25:56 +0000] app-server-01 apache2[40205]: Auth: user service@internal.local : authentication failure for '/admin': Permission denied
7679,Application,2025/05/17 11:15:24 ldap-master tomcat[57458]: Failed login attempt: user=audit ip=198.51.100.163.164 reason='Permission denied'
7680,Database,postgres[58126]: Authentication failed for user sa from 192.168.146.27: Invalid password
7681,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
7682,Linux,sudo: alice : 4 incorrect password attempts ; TTY=pts/3 ; PWD=/home/alice ; USER=zabbix ; COMMAND=/usr/bin/passwd
7683,Windows,2025-05-16 20:35:09 k8s-master-01 An account failed to log on. Subject: Security ID: S-1-5-21-486231-9730 Failure Reason: Invalid password
7684,WebServer,2025-04-26 01:44:48 ldap-master apache2[37033]: Auth: user system@company.com : authentication failure for '/admin': Bad password
7685,SSH,2025-05-11 11:35:33 db-slave-01 sshd[42708]: Failed password for developer from 172.17.133.149 port 49464 ssh2
7686,Application,"2025-05-19 02:18:46 vpn-gateway login[40585]: FAILED LOGIN (3) on '/dev/tty4' FOR 'david', Authentication failure"
7687,Application,"login[58676]: FAILED LOGIN (1) on '/dev/tty1' FOR 'postgres', Authentication failure"
7688,Database,mysql[65362]: Access denied for user 'dbadmin'@'10.0.132.223' (using password: NO)
7689,Database,mongodb[53940]: Failed to authenticate as principal sa on admin - AuthenticationFailed
7690,Database,mysql[24681]: Access denied for user 'sa'@'172.16.39.166' (using password: NO)
7691,SSH,2025-05-26T13:37:32.884486Z app-server-01 sshd[39828]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=10.0.163.1 user=demo
7692,WebServer,2025-05-25T17:52:59.884486Z app-server-01 apache2[8564]: Auth: user support@PROD : authentication failure for '/admin': Access denied
7693,Application,"May 03 11:13:39 ad-controller-01 login[58514]: FAILED LOGIN (3) on '/dev/tty6' FOR 'system', Authentication failure"
7694,Application,2025/05/14 14:40:30 loadbalancer tomcat[12649]: Authentication failed for user [service] - Invalid password
7695,Database,[29/Apr/2025:16:50:07 +0000] k8s-worker-02 postgres[59979]: FATAL:  password authentication failed for user 'sa'
7696,Database,[27/Apr/2025:16:46:50 +0000] ldap-master Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
7697,Windows,Windows Logon Failed: INTERNAL\demo from 198.51.100.19.4 - Account locked
7698,Database,2025/05/20 07:34:04 vpn-gateway mysql[59167]: Access denied for user 'admin'@'100.64.78.165' (using password: YES)
7699,Windows,2025-05-05T17:02:34.884486Z proxy-01 Windows Logon Failed: WORKGROUP\developer from 172.16.109.21 - Account expired
7700,Database,postgres[45398]: FATAL:  password authentication failed for user 'root'
7701,WebServer,apache2[46687]: Auth: user david@INTERNAL : authentication failure for '/api/auth': Bad password
7702,Application,Logon Failure: Reason: Account expired. User Name: test Domain: CORPORATE
7703,Application,2025/05/16 19:32:37 proxy-02 tomcat[29824]: Authentication failed for user [david] - Account disabled
7704,Linux,sudo: bob : 1 incorrect password attempts ; TTY=pts/9 ; PWD=/home/bob ; USER=nginx ; COMMAND=/bin/bash
7705,Windows,2025-05-06T23:23:57.884486Z vpn-gateway An account failed to log on. Subject: Security ID: S-1-5-21-269322-8422 Failure Reason: Account disabled
7706,Windows,2025-04-29T03:24:19.884486Z ad-controller-01 Windows Logon Failed: WORKGROUP\devops from 203.0.113.9.58 - Account expired
7707,SSH,sshd[34781]: error: maximum authentication attempts exceeded for web_admin from 172.18.112.71 port 40020 ssh2 [preauth]
7708,Database,2025-05-20 07:09:44 backup-server postgres[51223]: FATAL:  password authentication failed for user 'dbadmin'
7709,Application,"[ERROR] SecurityManager - Login failed for user: bob, IP: 172.17.20.134, Reason: Authentication failure"
7710,WebServer,2025/05/07 23:55:34 proxy-01 apache2[7762]: Auth: user admin@company.com : authentication failure for '/dashboard': Authentication failure
7711,WebServer,Apr 29 03:37:17 k8s-worker-02 apache2[17926]: Auth: user security@TEST : authentication failure for '/api/auth': Invalid user
7712,SSH,[14/May/2025:08:28:18 +0000] web-prod-01 sshd[51046]: Failed password for guest from 100.64.5.34 port 51934 ssh2
7713,Linux,2025/05/05 13:06:39 proxy-02 sudo: test : 1 incorrect password attempts ; TTY=pts/8 ; PWD=/home/test ; USER=jennifer ; COMMAND=/bin/su
7714,Application,2025/05/09 21:55:43 proxy-01 tomcat[44379]: Authentication failed for user [david] - Invalid user
7715,Windows,2025/05/21 06:04:20 vpn-gateway Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Invalid user
7716,SSH,[19/May/2025:21:51:47 +0000] k8s-worker-01 sshd[62508]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.38.213 user=guest
7717,SSH,[26/May/2025:16:26:47 +0000] web-prod-01 sshd[37425]: Disconnecting invalid user operator 100.64.58.224 port 60773: Too many authentication failures
7718,Windows,Windows Logon Failed: CORPORATE\guest from 100.64.192.50 - User not found
7719,WebServer,2025/05/12 00:19:46 app-server-01 nginx[27992]: Failed login attempt: user=web_admin ip=172.18.31.243 reason='Account disabled'
7720,Application,May 03 21:31:31 k8s-worker-02 Logon Failure: Reason: Maximum attempts exceeded. User Name: john Domain: CORPORATE
7721,Database,2025-05-22T01:09:49.884486Z proxy-01 mongodb[47287]: Failed to authenticate as principal root on admin - AuthenticationFailed
7722,WebServer,2025/05/13 19:51:29 db-slave-01 apache2[14089]: Auth: user nginx@company.com : authentication failure for '/login': User not found
7723,WebServer,nginx[60084]: Login failed for user 'admin' from 172.17.144.65 - Invalid password
7724,WebServer,May 23 17:19:13 app-server-01 apache2[13046]: Auth: user system@DEV : authentication failure for '/dashboard': Authentication failure
7725,Windows,2025-05-06T11:25:29.884486Z proxy-01 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Authentication failure
7726,SSH,sshd[8382]: Connection closed by authenticating user mysql 203.0.113.202.42 port 64334 [preauth]
7727,Database,mysql[10361]: Access denied for user 'root'@'10.0.66.206' (using password: NO)
7728,Linux,2025-05-23 11:09:03 web-prod-02 su[63578]: - pts/1 app_user:david
7729,Application,Logon Failure: Reason: Invalid password. User Name: web_admin Domain: CORPORATE
7730,Database,Apr 28 04:51:12 auth-server postgres[58135]: FATAL:  password authentication failed for user 'sa'
7731,Application,"2025-05-25T21:34:22.884486Z k8s-master-01 [ERROR] SecurityManager - Login failed for user: service, IP: 172.16.99.16, Reason: Account disabled"
7732,Application,"[ERROR] SecurityManager - Login failed for user: service, IP: 2001:db8::20b, Reason: Bad password"
7733,WebServer,2025/05/25 14:41:18 db-master apache2[49592]: Failed login attempt: user=devops ip=192.168.207.102 reason='Account expired'
7734,Database,2025/05/23 12:55:25 ldap-master Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
7735,Windows,2025-05-09 14:08:03 gitlab-runner-01 Windows Logon Failed: INTERNAL\david from 100.64.224.161 - User not found
7736,Linux,sudo: john : 3 incorrect password attempts ; TTY=pts/1 ; PWD=/home/john ; USER=nginx ; COMMAND=/bin/bash
7737,Application,2025/05/08 10:21:24 loadbalancer Logon Failure: Reason: Invalid password. User Name: dbuser Domain: CORPORATE
7738,Database,2025-05-24 15:55:32 gitlab-runner-01 mysql[41960]: Access denied for user 'test'@'2001:db8::1a0c' (using password: NO)
7739,Application,"2025/05/07 04:47:18 ad-controller-01 login[7640]: FAILED LOGIN (2) on '/dev/tty3' FOR 'deploy', Authentication failure"
7740,SSH,2025/04/27 17:53:05 ad-controller-01 sshd[17844]: error: maximum authentication attempts exceeded for nagios from 192.168.147.73 port 44634 ssh2 [preauth]
7741,Windows,2025/05/08 09:12:32 vpn-gateway Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Account expired
7742,Database,2025-05-22T12:02:13.884486Z ldap-master mysql[8880]: Access denied for user 'test'@'10.0.203.134' (using password: NO)
7743,WebServer,2025-05-01 10:22:32 k8s-worker-02 nginx[8477]: Login failed for user 'backup' from 192.168.69.178 - Authentication failure
7744,Application,tomcat[38215]: Failed login attempt: user=mary ip=203.0.113.136.84 reason='Invalid user'
7745,WebServer,May 23 14:28:17 jenkins-master apache2[51911]: Auth: user support@CORPORATE : authentication failure for '/dashboard': Account locked
7746,Linux,su[40014]: FAILED su for postgres by git
7747,Windows,May 06 15:52:18 db-master Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid credentials
7748,Application,"[ERROR] SecurityManager - Login failed for user: git, IP: 172.17.83.99, Reason: Account locked"
7749,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-244365-9106 Failure Reason: Account expired
7750,Application,2025-05-05T05:28:40.884486Z k8s-master-01 httpd[49696]: Failed login attempt: user=admin ip=203.0.113.42.47 reason='Bad password'
7751,Database,Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
7752,Windows,2025-05-26 05:09:43 db-slave-01 An account failed to log on. Subject: Security ID: S-1-5-21-953364-8784 Failure Reason: Account disabled
7753,Database,2025-05-02 14:14:55 k8s-worker-01 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
7754,Database,May 09 19:16:08 backup-server postgres[27633]: FATAL:  password authentication failed for user 'test'
7755,Linux,2025-05-15 08:56:28 mail-server sudo: git : 3 incorrect password attempts ; TTY=pts/8 ; PWD=/home/git ; USER=devops ; COMMAND=/bin/bash
7756,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-731085-8661 Failure Reason: Account disabled
7757,Application,tomcat[58146]: Failed login attempt: user=backup ip=172.18.185.164 reason='Invalid user'
7758,Application,"2025-04-28T23:32:54.885495Z k8s-worker-01 [ERROR] SecurityManager - Login failed for user: root, IP: 100.64.42.206, Reason: Account disabled"
7759,Windows,2025-05-08 04:09:20 k8s-worker-01 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Invalid credentials
7760,SSH,sshd[63210]: Connection closed by authenticating user audit 172.18.228.204 port 52259 [preauth]
7761,Database,May 23 00:26:22 k8s-master-01 mysql[10201]: Authentication failed for user sa from 100.64.57.22: Invalid password
7762,Linux,sudo: git : 1 incorrect password attempts ; TTY=pts/6 ; PWD=/home/git ; USER=web_admin ; COMMAND=/bin/bash
7763,SSH,2025-05-08 17:19:41 loadbalancer sshd[29529]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.164.175 user=apache
7764,WebServer,2025/04/26 14:49:40 proxy-01 apache2[60722]: Auth: user netadmin@INTERNAL : authentication failure for '/admin': Permission denied
7765,SSH,sshd[51005]: Invalid user analyst from 2001:db8::3e6 port 55633
7766,SSH,2025/05/19 07:09:34 jenkins-master sshd[57103]: error: maximum authentication attempts exceeded for devops from 172.16.79.182 port 58540 ssh2 [preauth]
7767,Database,Apr 27 09:12:29 jenkins-master mysql[37221]: Access denied for user 'dbadmin'@'2001:db8::11f9' (using password: YES)
7768,WebServer,2025-05-09T00:07:46.885495Z mail-server nginx[5959]: Failed login attempt: user=git ip=10.0.49.82 reason='Invalid password'
7769,Windows,May 21 11:44:54 proxy-01 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Account expired
7770,WebServer,[25/May/2025:00:33:22 +0000] backup-server nginx[28978]: Login failed for user 'nginx' from 100.64.211.129 - Maximum attempts exceeded
7771,WebServer,2025/05/01 20:45:59 web-prod-02 nginx[34222]: Login failed for user 'mary' from 2001:db8::149d - Permission denied
7772,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=backup
7773,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty2 ruser= rhost=  user=david
7774,Windows,Windows Logon Failed: CORPORATE\nagios from 100.64.122.62 - Invalid credentials
7775,SSH,May 01 02:40:28 vpn-gateway sshd[3839]: Failed password for invalid user mysql from 198.51.100.77.122 port 46336 ssh2
7776,Application,2025-05-26T16:28:34.885495Z file-server tomcat[64276]: Authentication failed for user [sysadmin] - Access denied
7777,SSH,2025-05-03 07:07:17 backup-server sshd[28198]: error: maximum authentication attempts exceeded for security from 172.18.144.187 port 52697 ssh2 [preauth]
7778,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=david
7779,SSH,2025-05-12T20:52:04.885495Z file-server sshd[50253]: Failed password for invalid user apache from 172.16.225.22 port 48794 ssh2
7780,WebServer,2025/05/21 08:52:21 proxy-01 apache2[39885]: Auth: user monitoring@CORPORATE : authentication failure for '/admin': Account expired
7781,Database,mongodb[4818]: Failed to authenticate as principal admin on production - AuthenticationFailed
7782,Linux,2025/05/13 15:31:39 jenkins-master sudo: mysql : 1 incorrect password attempts ; TTY=pts/7 ; PWD=/home/mysql ; USER=david ; COMMAND=/bin/su
7783,Linux,su[15559]: - pts/9 jennifer:gitlab
7784,Windows,Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Account expired
7785,SSH,sshd[41804]: Failed password for invalid user jenkins from 10.0.195.64 port 53437 ssh2
7786,SSH,May 05 17:48:42 app-server-01 sshd[61716]: Failed password for administrator from 198.51.100.218.45 port 46422 ssh2
7787,WebServer,May 07 22:25:23 k8s-master-01 nginx[49533]: Login failed for user 'www-data' from 100.64.224.35 - Permission denied
7788,Application,"2025/04/29 21:21:01 db-slave-01 login[57072]: FAILED LOGIN (3) on '/dev/tty2' FOR 'jenkins', Authentication failure"
7789,Windows,Windows Logon Failed: CORPORATE\david from 172.16.225.35 - Maximum attempts exceeded
7790,SSH,[18/May/2025:16:57:35 +0000] k8s-worker-01 sshd[29082]: Connection closed by authenticating user jenkins 192.168.186.91 port 42622 [preauth]
7791,Application,"login[10951]: FAILED LOGIN (1) on '/dev/tty4' FOR 'mysql', Authentication failure"
7792,Application,tomcat[62732]: Failed login attempt: user=web_admin ip=2001:db8::11bd reason='Invalid user'
7793,Database,[28/Apr/2025:12:52:42 +0000] k8s-worker-02 Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
7794,Application,mariadb[36894]: Authentication failed for user admin from 172.17.69.118: Account locked
7795,Application,tomcat[63037]: Authentication failed for user [jennifer] - Bad password
7796,Database,mysql[44106]: Access denied for user 'test'@'10.0.113.42' (using password: NO)
7797,Linux,[19/May/2025:00:24:47 +0000] vpn-gateway su[21055]: FAILED su for administrator by gitlab
7798,SSH,Apr 27 17:00:30 db-slave-01 sshd[62196]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=10.0.18.220 user=sarah
7799,WebServer,2025-05-14 06:22:24 db-master nginx[58610]: Failed login attempt: user=nginx ip=192.168.90.236 reason='Account disabled'
7800,Windows,[26/May/2025:07:12:06 +0000] db-slave-01 Audit Failure: Logon Type: 10 Failure Information: Failure Reason: Authentication failure
7801,Application,"login[45422]: FAILED LOGIN (5) on '/dev/tty4' FOR 'root', Authentication failure"
7802,SSH,[11/May/2025:15:30:26 +0000] app-server-01 sshd[6132]: Disconnecting invalid user root 172.17.177.239 port 52432: Too many authentication failures
7803,SSH,2025-05-03 03:51:40 k8s-worker-02 sshd[28329]: Disconnecting invalid user developer 172.18.148.50 port 55262: Too many authentication failures
7804,Application,2025-05-01T21:35:02.885495Z loadbalancer tomcat[15921]: Failed login attempt: user=zabbix ip=10.0.205.29 reason='Account locked'
7805,Linux,[16/May/2025:10:51:13 +0000] db-master sudo: security : 4 incorrect password attempts ; TTY=pts/2 ; PWD=/home/security ; USER=devops ; COMMAND=/bin/bash
7806,SSH,2025-05-06T07:50:09.885495Z web-prod-02 sshd[60126]: Connection closed by authenticating user jenkins 10.0.73.3 port 60905 [preauth]
7807,SSH,[30/Apr/2025:02:59:40 +0000] gitlab-runner-01 sshd[60237]: Failed password for netadmin from 100.64.43.102 port 50146 ssh2
7808,Windows,Apr 30 21:50:59 k8s-worker-01 An account failed to log on. Subject: Security ID: S-1-5-21-802569-2682 Failure Reason: Maximum attempts exceeded
7809,Linux,2025/05/20 20:33:45 monitoring-01 sudo: netadmin : 4 incorrect password attempts ; TTY=pts/0 ; PWD=/home/netadmin ; USER=deploy ; COMMAND=/bin/bash
7810,Application,"2025/05/11 15:42:55 ldap-master [ERROR] SecurityManager - Login failed for user: demo, IP: 2001:db8::29c, Reason: Authentication failure"
7811,SSH,[03/May/2025:13:21:37 +0000] k8s-worker-01 sshd[43748]: Failed password for invalid user jennifer from 172.17.156.221 port 58617 ssh2
7812,Application,Apr 28 05:30:45 backup-server Logon Failure: Reason: Account locked. User Name: support Domain: CORPORATE
7813,Linux,[02/May/2025:12:45:48 +0000] k8s-master-01 sudo: john : 5 incorrect password attempts ; TTY=pts/0 ; PWD=/home/john ; USER=test ; COMMAND=/bin/bash
7814,Application,"[ERROR] SecurityManager - Login failed for user: gitlab, IP: 2001:db8::1f1, Reason: User not found"
7815,Database,Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
7816,Linux,2025-05-09T08:28:48.885495Z k8s-worker-02 su[47448]: - pts/6 support:root
7817,Linux,su[50072]: FAILED su for sysadmin by monitoring
7818,Application,May 03 14:39:46 mail-server Logon Failure: Reason: Invalid credentials. User Name: operator Domain: INTERNAL
7819,Linux,su[10856]: FAILED su for analyst by devops
7820,Database,May 23 22:10:02 loadbalancer mongodb[58406]: Failed to authenticate as principal test on admin - AuthenticationFailed
7821,Application,"[ERROR] SecurityManager - Login failed for user: helpdesk, IP: 172.16.28.229, Reason: Account expired"
7822,SSH,sshd[20386]: Connection closed by authenticating user mysql 203.0.113.74.91 port 60837 [preauth]
7823,Windows,2025-05-26T06:44:00.885495Z monitoring-01 An account failed to log on. Subject: Security ID: S-1-5-21-865942-6286 Failure Reason: Account locked
7824,SSH,2025/05/04 13:20:34 proxy-01 sshd[17747]: Connection closed by authenticating user monitoring 100.64.77.153 port 51928 [preauth]
